"","Files","Name","LLcode","Lat","NS","dex","LatMin","LatMax","LonMin","LonMax"
"592","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N37_15_2010LC030/N37_15_2010LC030_ATS.TIF","N37_15_2010LC030_ATS.TIF","N37_15",15,"N",37,15,20,36,42
"593","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N38_00_2010LC030/N38_00_2010LC030_ATS.TIF","N38_00_2010LC030_ATS.TIF","N38_00",0,"N",38,0,5,42,48
"594","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N38_05_2010LC030/N38_05_2010LC030_ATS.TIF","N38_05_2010LC030_ATS.TIF","N38_05",5,"N",38,5,10,42,48
"595","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N39_00_2010LC030/N39_00_2010LC030_ATS.TIF","N39_00_2010LC030_ATS.TIF","N39_00",0,"N",39,0,5,48,54
"596","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N39_05_2010LC030/N39_05_2010LC030_ATS.TIF","N39_05_2010LC030_ATS.TIF","N39_05",5,"N",39,5,10,48,54
"597","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N53_05_2010LC030/N53_05_2010LC030_ATS.TIF","N53_05_2010LC030_ATS.TIF","N53_05",5,"N",53,5,10,132,138
"598","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N54_05_2010LC030/N54_05_2010LC030_ATS.TIF","N54_05_2010LC030_ATS.TIF","N54_05",5,"N",54,5,10,138,144
"599","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N54_10_2010LC030/N54_10_2010LC030_ATS.TIF","N54_10_2010LC030_ATS.TIF","N54_10",10,"N",54,10,15,138,144
"600","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N55_05_2010LC030/N55_05_2010LC030_ATS.TIF","N55_05_2010LC030_ATS.TIF","N55_05",5,"N",55,5,10,144,150
"601","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N55_10_2010LC030/N55_10_2010LC030_ATS.TIF","N55_10_2010LC030_ATS.TIF","N55_10",10,"N",55,10,15,144,150
"602","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N55_15_2010LC030/N55_15_2010LC030_ATS.TIF","N55_15_2010LC030_ATS.TIF","N55_15",15,"N",55,15,20,144,150
"603","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N56_05_2010LC030/N56_05_2010LC030_ATS.TIF","N56_05_2010LC030_ATS.TIF","N56_05",5,"N",56,5,10,150,156
"604","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N57_05_2010LC030/N57_05_2010LC030_ATS.TIF","N57_05_2010LC030_ATS.TIF","N57_05",5,"N",57,5,10,156,162
"605","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N58_05_2010LC030/N58_05_2010LC030_ATS.TIF","N58_05_2010LC030_ATS.TIF","N58_05",5,"N",58,5,10,162,168
"606","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N58_10_2010LC030/N58_10_2010LC030_ATS.TIF","N58_10_2010LC030_ATS.TIF","N58_10",10,"N",58,10,15,162,168
"607","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N58_15_2010LC030/N58_15_2010LC030_ATS.TIF","N58_15_2010LC030_ATS.TIF","N58_15",15,"N",58,15,20,162,168
"608","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N59_00_2010LC030/N59_00_2010LC030_ATS.TIF","N59_00_2010LC030_ATS.TIF","N59_00",0,"N",59,0,5,168,174
"609","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N59_05_2010LC030/N59_05_2010LC030_ATS.TIF","N59_05_2010LC030_ATS.TIF","N59_05",5,"N",59,5,10,168,174
"610","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/N59_10_2010LC030/N59_10_2010LC030_ATS.TIF","N59_10_2010LC030_ATS.TIF","N59_10",10,"N",59,10,15,168,174
"611","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S01_10_2010LC030/S01_10_2010LC030_ATS.TIF","S01_10_2010LC030_ATS.TIF","S01_10",-10,"S",1,-15,-10,-180,-174
"612","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S01_15_2010LC030/S01_15_2010LC030_ATS.TIF","S01_15_2010LC030_ATS.TIF","S01_15",-15,"S",1,-20,-15,-180,-174
"613","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S01_20_2010LC030/S01_20_2010LC030_ATS.TIF","S01_20_2010LC030_ATS.TIF","S01_20",-20,"S",1,-25,-20,-180,-174
"614","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S01_40_2010LC030/S01_40_2010LC030_ATS.TIF","S01_40_2010LC030_ATS.TIF","S01_40",-40,"S",1,-45,-40,-180,-174
"615","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S02_00_2010LC030/S02_00_2010LC030_ATS.TIF","S02_00_2010LC030_ATS.TIF","S02_00",0,"S",2,-5,0,-174,-168
"616","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S02_10_2010LC030/S02_10_2010LC030_ATS.TIF","S02_10_2010LC030_ATS.TIF","S02_10",-10,"S",2,-15,-10,-174,-168
"617","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S02_15_2010LC030/S02_15_2010LC030_ATS.TIF","S02_15_2010LC030_ATS.TIF","S02_15",-15,"S",2,-20,-15,-174,-168
"618","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S03_10_2010LC030/S03_10_2010LC030_ATS.TIF","S03_10_2010LC030_ATS.TIF","S03_10",-10,"S",3,-15,-10,-168,-162
"619","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S03_15_2010LC030/S03_15_2010LC030_ATS.TIF","S03_15_2010LC030_ATS.TIF","S03_15",-15,"S",3,-20,-15,-168,-162
"620","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S04_10_2010LC030/S04_10_2010LC030_ATS.TIF","S04_10_2010LC030_ATS.TIF","S04_10",-10,"S",4,-15,-10,-162,-156
"621","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S04_15_2010LC030/S04_15_2010LC030_ATS.TIF","S04_15_2010LC030_ATS.TIF","S04_15",-15,"S",4,-20,-15,-162,-156
"622","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S04_20_2010LC030/S04_20_2010LC030_ATS.TIF","S04_20_2010LC030_ATS.TIF","S04_20",-20,"S",4,-25,-20,-162,-156
"623","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S05_15_2010LC030/S05_15_2010LC030_ATS.TIF","S05_15_2010LC030_ATS.TIF","S05_15",-15,"S",5,-20,-15,-156,-150
"624","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S05_20_2010LC030/S05_20_2010LC030_ATS.TIF","S05_20_2010LC030_ATS.TIF","S05_20",-20,"S",5,-25,-20,-156,-150
"625","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S06_10_2010LC030/S06_10_2010LC030_ATS.TIF","S06_10_2010LC030_ATS.TIF","S06_10",-10,"S",6,-15,-10,-150,-144
"626","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S06_15_2010LC030/S06_15_2010LC030_ATS.TIF","S06_15_2010LC030_ATS.TIF","S06_15",-15,"S",6,-20,-15,-150,-144
"627","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S06_20_2010LC030/S06_20_2010LC030_ATS.TIF","S06_20_2010LC030_ATS.TIF","S06_20",-20,"S",6,-25,-20,-150,-144
"628","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S06_25_2010LC030/S06_25_2010LC030_ATS.TIF","S06_25_2010LC030_ATS.TIF","S06_25",-25,"S",6,-30,-25,-150,-144
"629","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S07_05_2010LC030/S07_05_2010LC030_ATS.TIF","S07_05_2010LC030_ATS.TIF","S07_05",-5,"S",7,-10,-5,-144,-138
"630","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S07_10_2010LC030/S07_10_2010LC030_ATS.TIF","S07_10_2010LC030_ATS.TIF","S07_10",-10,"S",7,-15,-10,-144,-138
"631","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S07_15_2010LC030/S07_15_2010LC030_ATS.TIF","S07_15_2010LC030_ATS.TIF","S07_15",-15,"S",7,-20,-15,-144,-138
"632","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S07_20_2010LC030/S07_20_2010LC030_ATS.TIF","S07_20_2010LC030_ATS.TIF","S07_20",-20,"S",7,-25,-20,-144,-138
"633","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S08_20_2010LC030/S08_20_2010LC030_ATS.TIF","S08_20_2010LC030_ATS.TIF","S08_20",-20,"S",8,-25,-20,-138,-132
"634","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S28_35_2010LC030/S28_35_2010LC030_ATS.TIF","S28_35_2010LC030_ATS.TIF","S28_35",-35,"S",28,-40,-35,-18,-12
"635","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S32_00_2010LC030/S32_00_2010LC030_ATS.TIF","S32_00_2010LC030_ATS.TIF","S32_00",0,"S",32,-5,0,6,12
"636","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S32_15_2010LC030/S32_15_2010LC030_ATS.TIF","S32_15_2010LC030_ATS.TIF","S32_15",-15,"S",32,-20,-15,6,12
"637","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_00_2010LC030/S33_00_2010LC030_ATS.TIF","S33_00_2010LC030_ATS.TIF","S33_00",0,"S",33,-5,0,12,18
"638","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_05_2010LC030/S33_05_2010LC030_ATS.TIF","S33_05_2010LC030_ATS.TIF","S33_05",-5,"S",33,-10,-5,12,18
"639","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_10_2010LC030/S33_10_2010LC030_ATS.TIF","S33_10_2010LC030_ATS.TIF","S33_10",-10,"S",33,-15,-10,12,18
"640","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_15_2010LC030/S33_15_2010LC030_ATS.TIF","S33_15_2010LC030_ATS.TIF","S33_15",-15,"S",33,-20,-15,12,18
"641","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_20_2010LC030/S33_20_2010LC030_ATS.TIF","S33_20_2010LC030_ATS.TIF","S33_20",-20,"S",33,-25,-20,12,18
"642","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_25_2010LC030/S33_25_2010LC030_ATS.TIF","S33_25_2010LC030_ATS.TIF","S33_25",-25,"S",33,-30,-25,12,18
"643","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S33_30_2010LC030/S33_30_2010LC030_ATS.TIF","S33_30_2010LC030_ATS.TIF","S33_30",-30,"S",33,-35,-30,12,18
"644","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_00_2010LC030/S34_00_2010LC030_ATS.TIF","S34_00_2010LC030_ATS.TIF","S34_00",0,"S",34,-5,0,18,24
"645","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_05_2010LC030/S34_05_2010LC030_ATS.TIF","S34_05_2010LC030_ATS.TIF","S34_05",-5,"S",34,-10,-5,18,24
"646","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_10_2010LC030/S34_10_2010LC030_ATS.TIF","S34_10_2010LC030_ATS.TIF","S34_10",-10,"S",34,-15,-10,18,24
"647","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_15_2010LC030/S34_15_2010LC030_ATS.TIF","S34_15_2010LC030_ATS.TIF","S34_15",-15,"S",34,-20,-15,18,24
"648","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_20_2010LC030/S34_20_2010LC030_ATS.TIF","S34_20_2010LC030_ATS.TIF","S34_20",-20,"S",34,-25,-20,18,24
"649","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_25_2010LC030/S34_25_2010LC030_ATS.TIF","S34_25_2010LC030_ATS.TIF","S34_25",-25,"S",34,-30,-25,18,24
"650","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S34_30_2010LC030/S34_30_2010LC030_ATS.TIF","S34_30_2010LC030_ATS.TIF","S34_30",-30,"S",34,-35,-30,18,24
"651","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_00_2010LC030/S35_00_2010LC030_ATS.TIF","S35_00_2010LC030_ATS.TIF","S35_00",0,"S",35,-5,0,24,30
"652","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_05_2010LC030/S35_05_2010LC030_ATS.TIF","S35_05_2010LC030_ATS.TIF","S35_05",-5,"S",35,-10,-5,24,30
"653","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_10_2010LC030/S35_10_2010LC030_ATS.TIF","S35_10_2010LC030_ATS.TIF","S35_10",-10,"S",35,-15,-10,24,30
"654","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_15_2010LC030/S35_15_2010LC030_ATS.TIF","S35_15_2010LC030_ATS.TIF","S35_15",-15,"S",35,-20,-15,24,30
"655","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_20_2010LC030/S35_20_2010LC030_ATS.TIF","S35_20_2010LC030_ATS.TIF","S35_20",-20,"S",35,-25,-20,24,30
"656","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_25_2010LC030/S35_25_2010LC030_ATS.TIF","S35_25_2010LC030_ATS.TIF","S35_25",-25,"S",35,-30,-25,24,30
"657","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S35_30_2010LC030/S35_30_2010LC030_ATS.TIF","S35_30_2010LC030_ATS.TIF","S35_30",-30,"S",35,-35,-30,24,30
"658","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_00_2010LC030/S36_00_2010LC030_ATS.TIF","S36_00_2010LC030_ATS.TIF","S36_00",0,"S",36,-5,0,30,36
"659","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_05_2010LC030/S36_05_2010LC030_ATS.TIF","S36_05_2010LC030_ATS.TIF","S36_05",-5,"S",36,-10,-5,30,36
"660","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_10_2010LC030/S36_10_2010LC030_ATS.TIF","S36_10_2010LC030_ATS.TIF","S36_10",-10,"S",36,-15,-10,30,36
"661","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_15_2010LC030/S36_15_2010LC030_ATS.TIF","S36_15_2010LC030_ATS.TIF","S36_15",-15,"S",36,-20,-15,30,36
"662","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_20_2010LC030/S36_20_2010LC030_ATS.TIF","S36_20_2010LC030_ATS.TIF","S36_20",-20,"S",36,-25,-20,30,36
"663","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_25_2010LC030/S36_25_2010LC030_ATS.TIF","S36_25_2010LC030_ATS.TIF","S36_25",-25,"S",36,-30,-25,30,36
"664","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S36_30_2010LC030/S36_30_2010LC030_ATS.TIF","S36_30_2010LC030_ATS.TIF","S36_30",-30,"S",36,-35,-30,30,36
"665","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S37_00_2010LC030/S37_00_2010LC030_ATS.TIF","S37_00_2010LC030_ATS.TIF","S37_00",0,"S",37,-5,0,36,42
"666","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S37_05_2010LC030/S37_05_2010LC030_ATS.TIF","S37_05_2010LC030_ATS.TIF","S37_05",-5,"S",37,-10,-5,36,42
"667","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S37_10_2010LC030/S37_10_2010LC030_ATS.TIF","S37_10_2010LC030_ATS.TIF","S37_10",-10,"S",37,-15,-10,36,42
"668","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S37_15_2010LC030/S37_15_2010LC030_ATS.TIF","S37_15_2010LC030_ATS.TIF","S37_15",-15,"S",37,-20,-15,36,42
"669","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_00_2010LC030/S38_00_2010LC030_ATS.TIF","S38_00_2010LC030_ATS.TIF","S38_00",0,"S",38,-5,0,42,48
"670","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_05_2010LC030/S38_05_2010LC030_ATS.TIF","S38_05_2010LC030_ATS.TIF","S38_05",-5,"S",38,-10,-5,42,48
"671","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_10_2010LC030/S38_10_2010LC030_ATS.TIF","S38_10_2010LC030_ATS.TIF","S38_10",-10,"S",38,-15,-10,42,48
"672","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_15_2010LC030/S38_15_2010LC030_ATS.TIF","S38_15_2010LC030_ATS.TIF","S38_15",-15,"S",38,-20,-15,42,48
"673","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_20_2010LC030/S38_20_2010LC030_ATS.TIF","S38_20_2010LC030_ATS.TIF","S38_20",-20,"S",38,-25,-20,42,48
"674","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S38_25_2010LC030/S38_25_2010LC030_ATS.TIF","S38_25_2010LC030_ATS.TIF","S38_25",-25,"S",38,-30,-25,42,48
"675","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S39_05_2010LC030/S39_05_2010LC030_ATS.TIF","S39_05_2010LC030_ATS.TIF","S39_05",-5,"S",39,-10,-5,48,54
"676","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S39_10_2010LC030/S39_10_2010LC030_ATS.TIF","S39_10_2010LC030_ATS.TIF","S39_10",-10,"S",39,-15,-10,48,54
"677","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S39_15_2010LC030/S39_15_2010LC030_ATS.TIF","S39_15_2010LC030_ATS.TIF","S39_15",-15,"S",39,-20,-15,48,54
"678","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S39_20_2010LC030/S39_20_2010LC030_ATS.TIF","S39_20_2010LC030_ATS.TIF","S39_20",-20,"S",39,-25,-20,48,54
"679","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S40_00_2010LC030/S40_00_2010LC030_ATS.TIF","S40_00_2010LC030_ATS.TIF","S40_00",0,"S",40,-5,0,54,60
"680","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S40_05_2010LC030/S40_05_2010LC030_ATS.TIF","S40_05_2010LC030_ATS.TIF","S40_05",-5,"S",40,-10,-5,54,60
"681","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S40_10_2010LC030/S40_10_2010LC030_ATS.TIF","S40_10_2010LC030_ATS.TIF","S40_10",-10,"S",40,-15,-10,54,60
"682","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S40_15_2010LC030/S40_15_2010LC030_ATS.TIF","S40_15_2010LC030_ATS.TIF","S40_15",-15,"S",40,-20,-15,54,60
"683","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S40_20_2010LC030/S40_20_2010LC030_ATS.TIF","S40_20_2010LC030_ATS.TIF","S40_20",-20,"S",40,-25,-20,54,60
"684","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S47_10_2010LC030/S47_10_2010LC030_ATS.TIF","S47_10_2010LC030_ATS.TIF","S47_10",-10,"S",47,-15,-10,96,102
"685","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S49_20_2010LC030/S49_20_2010LC030_ATS.TIF","S49_20_2010LC030_ATS.TIF","S49_20",-20,"S",49,-25,-20,108,114
"686","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S49_25_2010LC030/S49_25_2010LC030_ATS.TIF","S49_25_2010LC030_ATS.TIF","S49_25",-25,"S",49,-30,-25,108,114
"687","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S50_20_2010LC030/S50_20_2010LC030_ATS.TIF","S50_20_2010LC030_ATS.TIF","S50_20",-20,"S",50,-25,-20,114,120
"688","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S50_25_2010LC030/S50_25_2010LC030_ATS.TIF","S50_25_2010LC030_ATS.TIF","S50_25",-25,"S",50,-30,-25,114,120
"689","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S50_30_2010LC030/S50_30_2010LC030_ATS.TIF","S50_30_2010LC030_ATS.TIF","S50_30",-30,"S",50,-35,-30,114,120
"690","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S50_35_2010LC030/S50_35_2010LC030_ATS.TIF","S50_35_2010LC030_ATS.TIF","S50_35",-35,"S",50,-40,-35,114,120
"691","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S51_10_2010LC030/S51_10_2010LC030_ATS.TIF","S51_10_2010LC030_ATS.TIF","S51_10",-10,"S",51,-15,-10,120,126
"692","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S51_15_2010LC030/S51_15_2010LC030_ATS.TIF","S51_15_2010LC030_ATS.TIF","S51_15",-15,"S",51,-20,-15,120,126
"693","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S51_20_2010LC030/S51_20_2010LC030_ATS.TIF","S51_20_2010LC030_ATS.TIF","S51_20",-20,"S",51,-25,-20,120,126
"694","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S51_25_2010LC030/S51_25_2010LC030_ATS.TIF","S51_25_2010LC030_ATS.TIF","S51_25",-25,"S",51,-30,-25,120,126
"695","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S51_30_2010LC030/S51_30_2010LC030_ATS.TIF","S51_30_2010LC030_ATS.TIF","S51_30",-30,"S",51,-35,-30,120,126
"696","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S52_10_2010LC030/S52_10_2010LC030_ATS.TIF","S52_10_2010LC030_ATS.TIF","S52_10",-10,"S",52,-15,-10,126,132
"697","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S52_15_2010LC030/S52_15_2010LC030_ATS.TIF","S52_15_2010LC030_ATS.TIF","S52_15",-15,"S",52,-20,-15,126,132
"698","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S52_20_2010LC030/S52_20_2010LC030_ATS.TIF","S52_20_2010LC030_ATS.TIF","S52_20",-20,"S",52,-25,-20,126,132
"699","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S52_25_2010LC030/S52_25_2010LC030_ATS.TIF","S52_25_2010LC030_ATS.TIF","S52_25",-25,"S",52,-30,-25,126,132
"700","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S52_30_2010LC030/S52_30_2010LC030_ATS.TIF","S52_30_2010LC030_ATS.TIF","S52_30",-30,"S",52,-35,-30,126,132
"701","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_10_2010LC030/S53_10_2010LC030_ATS.TIF","S53_10_2010LC030_ATS.TIF","S53_10",-10,"S",53,-15,-10,132,138
