"","Files","Name","LLcode","Lat","NS","dex","LatMin","LatMax","LonMin","LonMax"
"372","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_50_2010LC030/N15_50_2010LC030_ATS.TIF","N15_50_2010LC030_ATS.TIF","N15_50",50,"N",15,50,55,-96,-90
"373","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_55_2010LC030/N15_55_2010LC030_ATS.TIF","N15_55_2010LC030_ATS.TIF","N15_55",55,"N",15,55,60,-96,-90
"374","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_60_2010LC030/N15_60_2010LC030_ATS.TIF","N15_60_2010LC030_ATS.TIF","N15_60",60,"N",15,60,65,-96,-84
"375","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_65_2010LC030/N15_65_2010LC030_ATS.TIF","N15_65_2010LC030_ATS.TIF","N15_65",65,"N",15,65,70,-96,-84
"376","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_70_2010LC030/N15_70_2010LC030_ATS.TIF","N15_70_2010LC030_ATS.TIF","N15_70",70,"N",15,70,75,-96,-84
"377","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_75_2010LC030/N15_75_2010LC030_ATS.TIF","N15_75_2010LC030_ATS.TIF","N15_75",75,"N",15,75,80,-96,-84
"378","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N15_80_2010LC030/N15_80_2010LC030_ATS.TIF","N15_80_2010LC030_ATS.TIF","N15_80",80,"N",15,80,85,-96,-84
"379","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_05_2010LC030/N16_05_2010LC030_ATS.TIF","N16_05_2010LC030_ATS.TIF","N16_05",5,"N",16,5,10,-90,-84
"380","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_10_2010LC030/N16_10_2010LC030_ATS.TIF","N16_10_2010LC030_ATS.TIF","N16_10",10,"N",16,10,15,-90,-84
"381","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_15_2010LC030/N16_15_2010LC030_ATS.TIF","N16_15_2010LC030_ATS.TIF","N16_15",15,"N",16,15,20,-90,-84
"382","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_20_2010LC030/N16_20_2010LC030_ATS.TIF","N16_20_2010LC030_ATS.TIF","N16_20",20,"N",16,20,25,-90,-84
"383","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_25_2010LC030/N16_25_2010LC030_ATS.TIF","N16_25_2010LC030_ATS.TIF","N16_25",25,"N",16,25,30,-90,-84
"384","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_30_2010LC030/N16_30_2010LC030_ATS.TIF","N16_30_2010LC030_ATS.TIF","N16_30",30,"N",16,30,35,-90,-84
"385","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_35_2010LC030/N16_35_2010LC030_ATS.TIF","N16_35_2010LC030_ATS.TIF","N16_35",35,"N",16,35,40,-90,-84
"386","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_40_2010LC030/N16_40_2010LC030_ATS.TIF","N16_40_2010LC030_ATS.TIF","N16_40",40,"N",16,40,45,-90,-84
"387","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_45_2010LC030/N16_45_2010LC030_ATS.TIF","N16_45_2010LC030_ATS.TIF","N16_45",45,"N",16,45,50,-90,-84
"388","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_50_2010LC030/N16_50_2010LC030_ATS.TIF","N16_50_2010LC030_ATS.TIF","N16_50",50,"N",16,50,55,-90,-84
"389","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N16_55_2010LC030/N16_55_2010LC030_ATS.TIF","N16_55_2010LC030_ATS.TIF","N16_55",55,"N",16,55,60,-90,-84
"390","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_00_2010LC030/N17_00_2010LC030_ATS.TIF","N17_00_2010LC030_ATS.TIF","N17_00",0,"N",17,0,5,-84,-78
"391","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_05_2010LC030/N17_05_2010LC030_ATS.TIF","N17_05_2010LC030_ATS.TIF","N17_05",5,"N",17,5,10,-84,-78
"392","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_10_2010LC030/N17_10_2010LC030_ATS.TIF","N17_10_2010LC030_ATS.TIF","N17_10",10,"N",17,10,15,-84,-78
"393","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_15_2010LC030/N17_15_2010LC030_ATS.TIF","N17_15_2010LC030_ATS.TIF","N17_15",15,"N",17,15,20,-84,-78
"394","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_20_2010LC030/N17_20_2010LC030_ATS.TIF","N17_20_2010LC030_ATS.TIF","N17_20",20,"N",17,20,25,-84,-78
"395","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_25_2010LC030/N17_25_2010LC030_ATS.TIF","N17_25_2010LC030_ATS.TIF","N17_25",25,"N",17,25,30,-84,-78
"396","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_30_2010LC030/N17_30_2010LC030_ATS.TIF","N17_30_2010LC030_ATS.TIF","N17_30",30,"N",17,30,35,-84,-78
"397","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_35_2010LC030/N17_35_2010LC030_ATS.TIF","N17_35_2010LC030_ATS.TIF","N17_35",35,"N",17,35,40,-84,-78
"398","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_40_2010LC030/N17_40_2010LC030_ATS.TIF","N17_40_2010LC030_ATS.TIF","N17_40",40,"N",17,40,45,-84,-78
"399","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_45_2010LC030/N17_45_2010LC030_ATS.TIF","N17_45_2010LC030_ATS.TIF","N17_45",45,"N",17,45,50,-84,-78
"400","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_50_2010LC030/N17_50_2010LC030_ATS.TIF","N17_50_2010LC030_ATS.TIF","N17_50",50,"N",17,50,55,-84,-78
"401","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_55_2010LC030/N17_55_2010LC030_ATS.TIF","N17_55_2010LC030_ATS.TIF","N17_55",55,"N",17,55,60,-84,-78
"402","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_60_2010LC030/N17_60_2010LC030_ATS.TIF","N17_60_2010LC030_ATS.TIF","N17_60",60,"N",17,60,65,-84,-72
"403","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_65_2010LC030/N17_65_2010LC030_ATS.TIF","N17_65_2010LC030_ATS.TIF","N17_65",65,"N",17,65,70,-84,-72
"404","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_70_2010LC030/N17_70_2010LC030_ATS.TIF","N17_70_2010LC030_ATS.TIF","N17_70",70,"N",17,70,75,-84,-72
"405","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N17_75_2010LC030/N17_75_2010LC030_ATS.TIF","N17_75_2010LC030_ATS.TIF","N17_75",75,"N",17,75,80,-84,-72
"406","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_00_2010LC030/N18_00_2010LC030_ATS.TIF","N18_00_2010LC030_ATS.TIF","N18_00",0,"N",18,0,5,-78,-72
"407","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_05_2010LC030/N18_05_2010LC030_ATS.TIF","N18_05_2010LC030_ATS.TIF","N18_05",5,"N",18,5,10,-78,-72
"408","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_10_2010LC030/N18_10_2010LC030_ATS.TIF","N18_10_2010LC030_ATS.TIF","N18_10",10,"N",18,10,15,-78,-72
"409","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_15_2010LC030/N18_15_2010LC030_ATS.TIF","N18_15_2010LC030_ATS.TIF","N18_15",15,"N",18,15,20,-78,-72
"410","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_20_2010LC030/N18_20_2010LC030_ATS.TIF","N18_20_2010LC030_ATS.TIF","N18_20",20,"N",18,20,25,-78,-72
"411","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_25_2010LC030/N18_25_2010LC030_ATS.TIF","N18_25_2010LC030_ATS.TIF","N18_25",25,"N",18,25,30,-78,-72
"412","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_30_2010LC030/N18_30_2010LC030_ATS.TIF","N18_30_2010LC030_ATS.TIF","N18_30",30,"N",18,30,35,-78,-72
"413","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_35_2010LC030/N18_35_2010LC030_ATS.TIF","N18_35_2010LC030_ATS.TIF","N18_35",35,"N",18,35,40,-78,-72
"414","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_40_2010LC030/N18_40_2010LC030_ATS.TIF","N18_40_2010LC030_ATS.TIF","N18_40",40,"N",18,40,45,-78,-72
"415","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_45_2010LC030/N18_45_2010LC030_ATS.TIF","N18_45_2010LC030_ATS.TIF","N18_45",45,"N",18,45,50,-78,-72
"416","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_50_2010LC030/N18_50_2010LC030_ATS.TIF","N18_50_2010LC030_ATS.TIF","N18_50",50,"N",18,50,55,-78,-72
"417","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N18_55_2010LC030/N18_55_2010LC030_ATS.TIF","N18_55_2010LC030_ATS.TIF","N18_55",55,"N",18,55,60,-78,-72
"418","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_00_2010LC030/N19_00_2010LC030_ATS.TIF","N19_00_2010LC030_ATS.TIF","N19_00",0,"N",19,0,5,-72,-66
"419","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_05_2010LC030/N19_05_2010LC030_ATS.TIF","N19_05_2010LC030_ATS.TIF","N19_05",5,"N",19,5,10,-72,-66
"420","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_10_2010LC030/N19_10_2010LC030_ATS.TIF","N19_10_2010LC030_ATS.TIF","N19_10",10,"N",19,10,15,-72,-66
"421","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_15_2010LC030/N19_15_2010LC030_ATS.TIF","N19_15_2010LC030_ATS.TIF","N19_15",15,"N",19,15,20,-72,-66
"422","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_20_2010LC030/N19_20_2010LC030_ATS.TIF","N19_20_2010LC030_ATS.TIF","N19_20",20,"N",19,20,25,-72,-66
"423","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_40_2010LC030/N19_40_2010LC030_ATS.TIF","N19_40_2010LC030_ATS.TIF","N19_40",40,"N",19,40,45,-72,-66
"424","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_45_2010LC030/N19_45_2010LC030_ATS.TIF","N19_45_2010LC030_ATS.TIF","N19_45",45,"N",19,45,50,-72,-66
"425","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_50_2010LC030/N19_50_2010LC030_ATS.TIF","N19_50_2010LC030_ATS.TIF","N19_50",50,"N",19,50,55,-72,-66
"426","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_55_2010LC030/N19_55_2010LC030_ATS.TIF","N19_55_2010LC030_ATS.TIF","N19_55",55,"N",19,55,60,-72,-66
"427","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_60_2010LC030/N19_60_2010LC030_ATS.TIF","N19_60_2010LC030_ATS.TIF","N19_60",60,"N",19,60,65,-72,-60
"428","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_65_2010LC030/N19_65_2010LC030_ATS.TIF","N19_65_2010LC030_ATS.TIF","N19_65",65,"N",19,65,70,-72,-60
"429","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_70_2010LC030/N19_70_2010LC030_ATS.TIF","N19_70_2010LC030_ATS.TIF","N19_70",70,"N",19,70,75,-72,-60
"430","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N19_75_2010LC030/N19_75_2010LC030_ATS.TIF","N19_75_2010LC030_ATS.TIF","N19_75",75,"N",19,75,80,-72,-60
"431","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_00_2010LC030/N20_00_2010LC030_ATS.TIF","N20_00_2010LC030_ATS.TIF","N20_00",0,"N",20,0,5,-66,-60
"432","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_05_2010LC030/N20_05_2010LC030_ATS.TIF","N20_05_2010LC030_ATS.TIF","N20_05",5,"N",20,5,10,-66,-60
"433","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_10_2010LC030/N20_10_2010LC030_ATS.TIF","N20_10_2010LC030_ATS.TIF","N20_10",10,"N",20,10,15,-66,-60
"434","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_15_2010LC030/N20_15_2010LC030_ATS.TIF","N20_15_2010LC030_ATS.TIF","N20_15",15,"N",20,15,20,-66,-60
"435","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_30_2010LC030/N20_30_2010LC030_ATS.TIF","N20_30_2010LC030_ATS.TIF","N20_30",30,"N",20,30,35,-66,-60
"436","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_40_2010LC030/N20_40_2010LC030_ATS.TIF","N20_40_2010LC030_ATS.TIF","N20_40",40,"N",20,40,45,-66,-60
"437","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_45_2010LC030/N20_45_2010LC030_ATS.TIF","N20_45_2010LC030_ATS.TIF","N20_45",45,"N",20,45,50,-66,-60
"438","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_50_2010LC030/N20_50_2010LC030_ATS.TIF","N20_50_2010LC030_ATS.TIF","N20_50",50,"N",20,50,55,-66,-60
"439","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N20_55_2010LC030/N20_55_2010LC030_ATS.TIF","N20_55_2010LC030_ATS.TIF","N20_55",55,"N",20,55,60,-66,-60
"440","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_00_2010LC030/N21_00_2010LC030_ATS.TIF","N21_00_2010LC030_ATS.TIF","N21_00",0,"N",21,0,5,-60,-54
"441","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_05_2010LC030/N21_05_2010LC030_ATS.TIF","N21_05_2010LC030_ATS.TIF","N21_05",5,"N",21,5,10,-60,-54
"442","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_10_2010LC030/N21_10_2010LC030_ATS.TIF","N21_10_2010LC030_ATS.TIF","N21_10",10,"N",21,10,15,-60,-54
"443","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_45_2010LC030/N21_45_2010LC030_ATS.TIF","N21_45_2010LC030_ATS.TIF","N21_45",45,"N",21,45,50,-60,-54
"444","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_50_2010LC030/N21_50_2010LC030_ATS.TIF","N21_50_2010LC030_ATS.TIF","N21_50",50,"N",21,50,55,-60,-54
"445","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_55_2010LC030/N21_55_2010LC030_ATS.TIF","N21_55_2010LC030_ATS.TIF","N21_55",55,"N",21,55,60,-60,-54
"446","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_60_2010LC030/N21_60_2010LC030_ATS.TIF","N21_60_2010LC030_ATS.TIF","N21_60",60,"N",21,60,65,-60,-48
"447","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N21_65_2010LC030/N21_65_2010LC030_ATS.TIF","N21_65_2010LC030_ATS.TIF","N21_65",65,"N",21,65,70,-60,-48
"448","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N22_00_2010LC030/N22_00_2010LC030_ATS.TIF","N22_00_2010LC030_ATS.TIF","N22_00",0,"N",22,0,5,-54,-48
"449","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N22_05_2010LC030/N22_05_2010LC030_ATS.TIF","N22_05_2010LC030_ATS.TIF","N22_05",5,"N",22,5,10,-54,-48
"450","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N22_45_2010LC030/N22_45_2010LC030_ATS.TIF","N22_45_2010LC030_ATS.TIF","N22_45",45,"N",22,45,50,-54,-48
"451","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N59_50_2010LC030/N59_50_2010LC030_ATS.TIF","N59_50_2010LC030_ATS.TIF","N59_50",50,"N",59,50,55,168,174
"452","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/N60_50_2010LC030/N60_50_2010LC030_ATS.TIF","N60_50_2010LC030_ATS.TIF","N60_50",50,"N",60,50,55,174,180
"453","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S12_25_2010LC030/S12_25_2010LC030_ATS.TIF","S12_25_2010LC030_ATS.TIF","S12_25",-25,"S",12,-30,-25,-114,-108
"454","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S15_00_2010LC030/S15_00_2010LC030_ATS.TIF","S15_00_2010LC030_ATS.TIF","S15_00",0,"S",15,-5,0,-96,-90
"455","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S16_00_2010LC030/S16_00_2010LC030_ATS.TIF","S16_00_2010LC030_ATS.TIF","S16_00",0,"S",16,-5,0,-90,-84
"456","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S17_00_2010LC030/S17_00_2010LC030_ATS.TIF","S17_00_2010LC030_ATS.TIF","S17_00",0,"S",17,-5,0,-84,-78
"457","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S17_05_2010LC030/S17_05_2010LC030_ATS.TIF","S17_05_2010LC030_ATS.TIF","S17_05",-5,"S",17,-10,-5,-84,-78
"458","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S17_10_2010LC030/S17_10_2010LC030_ATS.TIF","S17_10_2010LC030_ATS.TIF","S17_10",-10,"S",17,-15,-10,-84,-78
"459","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S17_30_2010LC030/S17_30_2010LC030_ATS.TIF","S17_30_2010LC030_ATS.TIF","S17_30",-30,"S",17,-35,-30,-84,-78
"460","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_00_2010LC030/S18_00_2010LC030_ATS.TIF","S18_00_2010LC030_ATS.TIF","S18_00",0,"S",18,-5,0,-78,-72
"461","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_05_2010LC030/S18_05_2010LC030_ATS.TIF","S18_05_2010LC030_ATS.TIF","S18_05",-5,"S",18,-10,-5,-78,-72
"462","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_10_2010LC030/S18_10_2010LC030_ATS.TIF","S18_10_2010LC030_ATS.TIF","S18_10",-10,"S",18,-15,-10,-78,-72
"463","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_15_2010LC030/S18_15_2010LC030_ATS.TIF","S18_15_2010LC030_ATS.TIF","S18_15",-15,"S",18,-20,-15,-78,-72
"464","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_30_2010LC030/S18_30_2010LC030_ATS.TIF","S18_30_2010LC030_ATS.TIF","S18_30",-30,"S",18,-35,-30,-78,-72
"465","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_35_2010LC030/S18_35_2010LC030_ATS.TIF","S18_35_2010LC030_ATS.TIF","S18_35",-35,"S",18,-40,-35,-78,-72
"466","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_40_2010LC030/S18_40_2010LC030_ATS.TIF","S18_40_2010LC030_ATS.TIF","S18_40",-40,"S",18,-45,-40,-78,-72
"467","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_45_2010LC030/S18_45_2010LC030_ATS.TIF","S18_45_2010LC030_ATS.TIF","S18_45",-45,"S",18,-50,-45,-78,-72
"468","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S18_50_2010LC030/S18_50_2010LC030_ATS.TIF","S18_50_2010LC030_ATS.TIF","S18_50",-50,"S",18,-55,-50,-78,-72
"469","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_00_2010LC030/S19_00_2010LC030_ATS.TIF","S19_00_2010LC030_ATS.TIF","S19_00",0,"S",19,-5,0,-72,-66
"470","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_05_2010LC030/S19_05_2010LC030_ATS.TIF","S19_05_2010LC030_ATS.TIF","S19_05",-5,"S",19,-10,-5,-72,-66
"471","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_10_2010LC030/S19_10_2010LC030_ATS.TIF","S19_10_2010LC030_ATS.TIF","S19_10",-10,"S",19,-15,-10,-72,-66
"472","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_15_2010LC030/S19_15_2010LC030_ATS.TIF","S19_15_2010LC030_ATS.TIF","S19_15",-15,"S",19,-20,-15,-72,-66
"473","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_20_2010LC030/S19_20_2010LC030_ATS.TIF","S19_20_2010LC030_ATS.TIF","S19_20",-20,"S",19,-25,-20,-72,-66
"474","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_25_2010LC030/S19_25_2010LC030_ATS.TIF","S19_25_2010LC030_ATS.TIF","S19_25",-25,"S",19,-30,-25,-72,-66
"475","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_30_2010LC030/S19_30_2010LC030_ATS.TIF","S19_30_2010LC030_ATS.TIF","S19_30",-30,"S",19,-35,-30,-72,-66
"476","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_35_2010LC030/S19_35_2010LC030_ATS.TIF","S19_35_2010LC030_ATS.TIF","S19_35",-35,"S",19,-40,-35,-72,-66
"477","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_40_2010LC030/S19_40_2010LC030_ATS.TIF","S19_40_2010LC030_ATS.TIF","S19_40",-40,"S",19,-45,-40,-72,-66
"478","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_45_2010LC030/S19_45_2010LC030_ATS.TIF","S19_45_2010LC030_ATS.TIF","S19_45",-45,"S",19,-50,-45,-72,-66
"479","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S19_50_2010LC030/S19_50_2010LC030_ATS.TIF","S19_50_2010LC030_ATS.TIF","S19_50",-50,"S",19,-55,-50,-72,-66
"480","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_00_2010LC030/S20_00_2010LC030_ATS.TIF","S20_00_2010LC030_ATS.TIF","S20_00",0,"S",20,-5,0,-66,-60
"481","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_2/GlobeLand30_ATS2010_2/S20_05_2010LC030/S20_05_2010LC030_ATS.TIF","S20_05_2010LC030_ATS.TIF","S20_05",-5,"S",20,-10,-5,-66,-60
